Titel,Gruppe[Nr],Gruppe[Titel],Gruppe[Oprettet],Gruppe[Rettet],Gruppe[Emner],Gruppe[Filtre],Fritekst
Gruppe_85.16,85.16,"Anvendte systemer [udgået]",1988-01-01,,"Emne_85.16.00,Emne_85.16.01,Emne_85.16.02,Emne_85.16.03,Emne_85.16.04","",[[Category:NaN_KLE_Data]]
Gruppe_86.00,86.00,"Kommunal selvforsyning mv.",1988-01-01,,"Emne_86.00.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,SaerligStoetteDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_86.01,86.01,"Fødevareproduktion",1988-01-01,,"Emne_86.01.00","KommunalVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_86.02,86.02,"Vask",1988-01-01,,"Emne_86.02.00","KommunalVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_86.03,86.03,"Trykte materialer",1988-01-01,,"Emne_86.03.00,Emne_86.03.02","KommunalVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_86.04,86.04,"Reparationsvirksomhed",1988-01-01,,"Emne_86.04.00","KommunalVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_86.05,86.05,"Materielgård [udgået]",1988-01-01,,"Emne_86.05.00","",[[Category:NaN_KLE_Data]]
Gruppe_86.06,86.06,"Planter",1988-01-01,,"Emne_86.06.00","KommunalVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_86.07,86.07,"Råstoffer",1990-01-01,,"Emne_86.07.00","KommunalVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_86.09,86.09,"Intern brug af knowhow",2004-08-01,,"Emne_86.09.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_86.11,86.11,"Kommunal selvforsikringsordning",2006-08-01,,"Emne_86.11.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_86.15,86.15,"Systemeksport [udgået]",1988-01-01,,"Emne_86.15.00","",[[Category:NaN_KLE_Data]]
Gruppe_87.00,87.00,"Kommunens arbejdsmiljø",1996-01-01,2011-05-01,"Emne_87.00.00,Emne_87.00.05,Emne_87.00.10","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_87.01,87.01,"Arbejdsmiljøorganisation",1996-01-01,2010-11-01,"Emne_87.01.00,Emne_87.01.01,Emne_87.01.02,Emne_87.01.03","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_87.02,87.02,"Bedriftssundhedstjeneste [udgået]",1996-01-01,,"Emne_87.02.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_87.05,87.05,"Arbejdsmiljøpligter",1996-01-01,2013-11-01,"Emne_87.05.00,Emne_87.05.05","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_87.06,87.06,"Arbejdets udførelse",1996-01-01,,"Emne_87.06.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_87.07,87.07,"Arbejdsstedets indretning",1996-01-01,,"Emne_87.07.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_87.08,87.08,"Arbejdsmiljøtekniske hjælpemidler mv.",1996-01-01,2012-08-01,"Emne_87.08.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_87.09,87.09,"Stoffer og materialer",1996-01-01,,"Emne_87.09.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_87.10,87.10,"Hviletid og fridøgn",1996-01-01,,"Emne_87.10.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_87.11,87.11,"Unge under 18 år",1996-01-01,,"Emne_87.11.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_87.12,87.12,"Lægeundersøgelser mv.",1996-01-01,,"Emne_87.12.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_87.14,87.14,"Arbejdsmiljøcertificering",2013-11-01,,"Emne_87.14.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_87.15,87.15,"Psykisk arbejdsmiljø",1997-01-01,,"Emne_87.15.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_87.20,87.20,"Røgfri miljøer",1996-01-01,2007-08-01,"Emne_87.20.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_88.00,88.00,"Kommunens indkøb og udbud",2011-08-01,,"Emne_88.00.00,Emne_88.00.04,Emne_88.00.08,Emne_88.00.12","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_88.04,88.04,"Bygge- og anlægsarbejder, indhentning af tilbud",2011-08-01,,"Emne_88.04.00,Emne_88.04.04,Emne_88.04.08,Emne_88.04.12,Emne_88.04.16,Emne_88.04.20,Emne_88.04.24,Emne_88.04.28","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_88.08,88.08,"Annonceringspligtige vare- og tjenesteydelser",2011-08-01,,"Emne_88.08.00,Emne_88.08.04,Emne_88.08.08,Emne_88.08.12,Emne_88.08.17","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_88.12,88.12,"Udbudspligtige vare- og tjenesteydelseskontrakter",2011-08-01,,"Emne_88.12.00,Emne_88.12.04,Emne_88.12.08,Emne_88.12.12,Emne_88.12.16,Emne_88.12.20,Emne_88.12.24","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_88.16,88.16,"Kontrakter inden for forsyningsvirksomhed",2011-08-01,,"Emne_88.16.00,Emne_88.16.04,Emne_88.16.08,Emne_88.16.12","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_88.20,88.20,"Kommunens indkøbsaftaler",2011-08-01,,"Emne_88.20.00,Emne_88.20.04,Emne_88.20.08,Emne_88.20.12,Emne_88.20.14,Emne_88.20.16,Emne_88.20.20","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_88.24,88.24,"Offentligt privat samarbejde om indkøb",2011-08-01,,"Emne_88.24.00,Emne_88.24.04,Emne_88.24.08","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
