Title,Emne[Nr],Emne[Titel],Emne[Oprettet],Emne[Rettet],Emne[Bevaring],Emne[Sletning],Emne[Filtre],Emne[Retskilder],Emne[Vejledning],Free Text
Emne_20.07.03,20.07.03,"Musikskolers udstyr og materialer",1989-01-01,2013-05-01,B,P1800D,"FolkeskolenDelplan","LBK om musik_A20140003229_P3e","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>D&#230;kker administration af udstyr og materialer, fx instrumentleje.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_20.07.04,20.07.04,"Musikskoletakster og -betaling mv.",2007-08-01,2013-05-01,B,P1800D,"FolkeskolenDelplan","LBK om musik_A20140003229_P3c,BEK om musikskoler_B20130067305_P11,BEK om musikskoler_B20130067305_P5-7","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Takster og betaling for undervisning</li>
								<li>Ans&#248;gning om delvis refusion af udgifter til l&#230;rerl&#248;n</li>
							</ul>
						</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Vedr. budget og regnskab se 00.30.12 og 00.32.13</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_20.07.05,20.07.05,"Musikalske grundkurser (MGK)",1991-01-01,2013-11-01,B,P1800D,"FolkeskolenDelplan","LBK om musik_A20140003229_P3d,BEK om musikalske grundkurser_B20060072305,BEK om musikskoler_B20130067305_P12","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>D&#230;kker samarbejde med musikalsk grundkursus (MGK) omkring talentudvikling og samarbejde med &#248;vrige relevante akt&#248;rer</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_20.07.10,20.07.10,"Undervisningstilbud på musikskoler",1991-01-01,2013-11-01,B,P1800D,"FolkeskolenDelplan","BEK om musikskoler_B20130067305_P4","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>undervisningstilbud</li>
								<li>holdtyper</li>
								<li>l&#230;replaner for musikskolens undervisningstilbud</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_20.07.11,20.07.11,"Musikskolekoncerter og -arrangementer",1995-01-01,2013-05-01,B,P1800D,"FolkeskolenDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">D&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>koncertkalender</li>
								<li>arrangementer</li>
								<li>koncerter</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_20.07.15,20.07.15,"Optagelse/venteliste til musikskole",1994-01-01,,B,P1800D,"FolkeskolenDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>D&#230;kker administration af optagelse/ventelister til musikskoler.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_20.07.20,20.07.20,"Musikskoleelever",1988-01-01,2013-05-01,B,P1800D,"FolkeskolenDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>D&#230;kker administration af elevoplysninger.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_20.07.25,20.07.25,"Musikskolens bestyrelse",1995-01-01,2013-11-01,B,P1800D,"FolkeskolenDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker sager vedr&#248;rende musikskolens bestyrelse (efter de hidtidige Vejledende standardvedt&#230;gter for musikskoler og Vejledende retningslinjer for musikskoleundervisning). Fx sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>medlemmer</li>
								<li>m&#248;der og m&#248;dereferater</li>
							</ul>
						</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Vedt&#230;gter efter den nye musikskolebekendtg&#248;relse journaliseres fremover p&#229; 20.07.01</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_20.08.00,20.08.00,"Billedskoler i almindelighed",2005-08-01,,B,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_20.08.02,20.08.02,"Opbygning af billedskoler",2005-08-01,2013-05-01,B,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_20.08.04,20.08.04,"Sæsontilrettelæggelse på billedskoler",2005-08-01,2013-05-01,B,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_20.08.06,20.08.06,"Billedskolers udstyr og materialer",2005-08-01,2013-05-01,B,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_20.08.10,20.08.10,"Undervisning på billedskoler",2005-08-01,2013-05-01,B,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_20.08.12,20.08.12,"Billedskolearrangementer og -udstillinger",2005-08-01,2013-05-01,B,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_20.08.16,20.08.16,"Optagelse/venteliste til billedskole",2005-08-01,,B,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_20.08.20,20.08.20,"Billedskoleelever",2005-08-01,2013-05-01,B,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_20.08.25,20.08.25,"Billedskolebestyrelse",2005-08-01,,B,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_20.10.00,20.10.00,"Medborger- og forsamlingshuses virksomhed i almindelighed",1988-01-01,,B,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_20.10.02,20.10.02,"Egne kulturelle arrangementer",2004-08-01,,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_20.10.04,20.10.04,"Andres kulturelle arrangementer",2004-08-01,,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_20.11.00,20.11.00,"Musik- og kulturhuses virksomhed i almindelighed",1992-01-01,,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_20.11.02,20.11.02,"Egne kulturelle arrangementer",2004-08-01,,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_20.11.04,20.11.04,"Andres kulturelle arrangementer",2004-08-01,,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_20.13.00,20.13.00,"Øvrige kulturinstitutioner (selvejende) i almindelighed",2004-08-01,,K,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_20.15.00,20.15.00,"Karneval musikuger festuger og festivaler mv. i almindelighed",1988-01-01,,B,P1800D,"","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om arrangementer i forbindelse med byfester, fx:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>opstilling af diskotek</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_20.20.00,20.20.00,"Kulturaftaler i almindelighed",2008-02-01,,B,P1800D,"","LBK om Kulturministeriets kulturaftaler med kommuner m.v. og om regionernes opgaver på kulturområdet_A20070072829","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Her journaliseres sager om kulturaftaler. Kulturministeren kan indg&#229; kulturaftaler med en kommune eller en r&#230;kke kommuner, der frems&#230;tter &#248;nske herom.</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Kulturaftalen skal indeholde bestemmelser om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>hvilke opgaver der skal varetages, og hvilke konkrete m&#229;l den eller de kommuner, der indg&#229;r i kulturaftalen skal opfylde i aftaleperioden.</li>
								<li>hvilke &#248;konomiske vilk&#229;r der er knyttet til aftalen.</li>
								<li>hvorledes der i kulturaftalen p&#229; det kommunale niveau kan sikres balance mellem det politiske ansvar og den kulturfaglige og kunstneriske sagkundskab og frihed.</li>
								<li>erfaringsudveksling og evaluering i forbindelse med kulturaftalerne.</li>
							</ul>
						</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Konkrete kulturaftaler journaliseres med facet P27</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_20.30.00,20.30.00,"Skoletjeneste i almindelighed",2013-08-01,,K,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_21.00.00,21.00.00,"Biblioteker i almindelighed",1988-01-01,2011-05-01,B,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_21.00.01,21.00.01,"Materialevalg - biblioteker",1988-01-01,2013-05-01,B,P1800D,"FolkeskolenDelplan","Biblioteksloven_A20130010029_P2","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker sager i forbindelse med materialevalg, fx sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>overvejelser omkring materialets aktualitet, alsidighed og kvalitet</li>
								<li>principper i forbindelse med materialevalg - tilf&#248;jes facet P21</li>
							</ul>
						</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Det konkrete indk&#248;b af det besluttede materiale journaliseres i gruppe 83.07.</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_21.00.02,21.00.02,"Biblioteksreglement",2001-01-01,,B,P1800D,"FolkeskolenDelplan","Biblioteksloven_A20130010029_P35","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet d&#230;kker bl.a. sager om fasts&#230;ttelse af reglement for brugernes benyttelse - tilf&#248;jes facet P24</li>
								<li>Reglementet skal bl.a. indeholde bestemmelser om l&#229;neridentifikation, l&#229;netiden, misligholdelse af det l&#229;nte samt diverse gebyrer.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_21.00.03,21.00.03,"Låneadgang og udelukkelse fra lån på biblioteker",2001-01-01,2013-05-01,B,P1800D,"FolkeskolenDelplan","Biblioteksloven_A20130010029_P5,Biblioteksloven_A20130010029_P24,Biblioteksloven_A20130010029_P31","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>l&#229;nerkort/l&#229;neridentifikation</li>
								<li>udstedelse af erstatningsl&#229;nerkort</li>
								<li>udelukkelse af l&#229;nere</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_21.00.05,21.00.05,"Rådgivning og vejledning af bibliotekspublikum",2000-01-01,2013-05-01,B,P1800D,"FolkeskolenDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Her journaliseres sager om bibliotekets generelle betjening, r&#229;dgivning og vejledning af publikum.</li>
								<li>Der kan eksempelvis v&#230;re tale om direkte at hj&#230;lpe publikum med opslag, s&#248;gning, henvisning o.l.</li>
								<li>N&#229;r publikum betjener sig selv, anvendes emnenummer 21.01.20.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_21.00.07,21.00.07,"Katalogiseringssystemer og -principper",2001-01-01,2013-05-01,B,P1800D,"FolkeskolenDelplan","Biblioteksloven_A20130010029_P7","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Under dette nummer journaliseres sager om bibliotekernes katalogiseringssystemer mv., der i henhold til &#167; 7 i lov om biblioteksvirksomhed skal v&#230;re samme systemer for folke- og skolebiblioteksomr&#229;derne.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_21.00.10,21.00.10,"Biblioteksrådets virke og funktioner",2001-01-01,,B,P1800D,"FolkeskolenDelplan","Biblioteksloven_A20130010029_P3","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">I henhold til &#167; 3, stk. 4 i lov om biblioteksvirksomhed, kan kommunalbestyrelser neds&#230;tte et biblioteksr&#229;d med henblik p&#229; samordning af biblioteksvirksomheden mellem flere kommuner. Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>sammens&#230;tning</li>
								<li>forretningsorden</li>
								<li>m&#248;dehyppighed</li>
								<li>sekretariatsbetjening</li>
								<li>ind- og udtr&#230;den</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_21.00.15,21.00.15,"Centralbiblioteksvirksomhed ",2001-01-01,,B,P1800D,"FolkeskolenDelplan","Biblioteksloven_A20130010029_P10-12","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Aftale om centralbiblioteksfunktion - tilf&#248;jes facet P27</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_21.01.00,21.01.00,"Udlånsvirksomhed i almindelighed",1988-01-01,,K,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_21.01.01,21.01.01,"Bogudlån udgået",1988-01-01,,K,,"","","",[[Category:NaN_KLE_Data]]
Emne_21.01.02,21.01.02,"Udlån af plader/kassetter udgået",1988-01-01,,K,,"","","",[[Category:NaN_KLE_Data]]
Emne_21.01.03,21.01.03,"Kunstudlån udgået",1988-01-01,,K,,"","","",[[Category:NaN_KLE_Data]]
Emne_21.01.04,21.01.04,"Lydaviser/lydbøger udgået",1988-01-01,,K,,"","","",[[Category:NaN_KLE_Data]]
Emne_21.01.05,21.01.05,"Video udgået",1988-01-01,,K,,"","","",[[Category:NaN_KLE_Data]]
Emne_21.01.10,21.01.10,"Udlån og udlånskontrol",2000-01-01,,K,P1800D,"FolkeskolenDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Her journaliseres sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>alle typer af udl&#229;n og udl&#229;nskontrollen uanset medium</li>
								<li>s&#230;rlige udl&#229;nsfrister p&#229; bestemte udl&#229;n, eksempelvis kortere tidsfrister</li>
								<li>p&#229;mindelsesservice via fx sms eller email uden betaling</li>
							</ul>
						</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Opkr&#230;ves der betaling for servicen efter &#167; 20 i lov om biblioteksvirksomhed skal sagen journaliseres under gruppe 21.15 'S&#230;rlige rekvirerede biblioteksydelser'.</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_21.01.12,21.01.12,"Reservering af materialer - biblioteker",2000-01-01,2013-05-01,K,P1800D,"FolkeskolenDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Under dette nummer journaliseres sager om reservering af diverse b&#248;ger og materialer.</li>
								<li>Der vil prim&#230;rt v&#230;re tale om principperne og retningslinjerne for reservering.</li>
								<li>Sager om hjemkomstmeddelelser via fx email eller brev journaliseres her.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_21.01.14,21.01.14,"Hjemkaldelse af materialer - biblioteker",2000-01-01,2013-05-01,K,P1800D,"FolkeskolenDelplan","Biblioteksloven_A20130010029_P21","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker sager om sidste fase af udl&#229;net, nemlig hjemkaldelse hos de l&#229;nere, der ikke har afleveret rettidigt. Emnet vil derfor typisk indeholde sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>retningslinjer</li>
								<li>rykkerprocedurer</li>
								<li>gebyrer</li>
								<li>erstatninger mv. i forbindelse med for sent afleverede b&#248;ger/materialer</li>
								<li>hyppighed mellem hjemkaldelser</li>
								<li>beslutning om formulering af hjemkaldelser</li>
							</ul>
						</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Journalnummeret kan kombineres med flere forskellige facetter, eksempelvis:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>P21 (retningslinjer)</li>
								<li>A26 (rykkerprocedurer)</li>
								<li>S29 (fasts&#230;ttelse af gebyrer og erstatninger)</li>
								<li>&#216;30 (tilbagebetaling til kommunen og opkr&#230;vning)</li>
							</ul>
						</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">S&#229;fremt overtr&#230;delserne er s&#229; store, at en l&#229;ner skal udelukkes, anvendes journalnummer 21.00.03.</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_21.01.16,21.01.16,"Fornyelse af udlån - biblioteker",2000-01-01,2013-05-01,K,P1800D,"FolkeskolenDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Under dette nummer journaliseres sager vedr&#248;rende eksempelvis retningslinjer for fornyelse af allerede udl&#229;nte b&#248;ger.</li>
								<li>Fx i hvilket omfang kan det lade sig g&#248;re, hvor l&#230;nge kan l&#229;nes igen osv.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_21.01.18,21.01.18,"Fjernlån - biblioteker",2000-01-01,2013-05-01,K,P1800D,"FolkeskolenDelplan","Biblioteksloven_A20130010029_P5,Biblioteksloven_A20130010029_P9,Biblioteksloven_A20130010029_P14-15,Biblioteksloven_A20130010029_P22-23","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>l&#229;n af materiale hos andre biblioteker, eksempelvis i andre kommuner, n&#230;rmeste centralbibliotek, universitetsbiblioteker, Statsbiblioteket, Det Kongelige Bibliotek og Nota (tidl. Danmarks Blindebibliotek)</li>
								<li>fremskaffelse af materialer til indvandrere, flygtninge og udl&#230;ndinge</li>
								<li>eventuel betaling kommunerne imellem idet en eventuel betaling som udgangspunkt ikke kan p&#229;l&#230;gges den konkrete bruger</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_21.01.20,21.01.20,"Selvbetjening på biblioteker",2000-01-01,2013-05-01,K,P1800D,"FolkeskolenDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>P&#229; dette nummer journaliseres sager om publikums muligheder, retningslinjer o.l. i forbindelse med selvbetjening/egenbetjening.</li>
								<li>Der kan eksempelvis v&#230;re tale om reservationer over internet og brug af udl&#229;nsautomater.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_21.02.00,21.02.00,"Benyttelse på stedet i almindelighed",1988-01-01,2007-08-01,K,P1800D,"FolkeskolenDelplan","Biblioteksloven_A20130010029_P5","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">I henhold til &#167; 5, stk. 1 i lov om biblioteksvirksomhed, st&#229;r folkebibliotekerne til r&#229;dighed for enhver til benyttelse p&#229; stedet. Emnet d&#230;kker fx sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>materialer, elektroniske informationsressourcer, o. lign. der stilles til r&#229;dighed p&#229; stedet for publikum</li>
								<li>l&#230;sesalsvirksomhed og publikumsforhold p&#229; stedet</li>
								<li>regler for brug af publikums-pc'er &#8211; tilf&#248;jes facet P21.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_21.02.05,21.02.05,"Lektiecafe på biblioteker",2008-08-01,2013-05-01,K,P1800D,"FolkeskolenDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker sager om lektiehj&#230;lp p&#229; biblioteker. Fx sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>projekter om lektiehj&#230;lp p&#229; biblioteker (konceptudvikling) - tilf&#248;jes facet P20</li>
								<li>ans&#248;gning om statslige puljemidler - tilf&#248;jes facet &#216;36.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_21.02.10,21.02.10,"Læringscentre på biblioteker",2008-08-01,2013-05-01,K,P1800D,"FolkeskolenDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker sager om l&#230;ringscentre p&#229; bibliotekerne. Fx sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>projekter om l&#230;ringscentre - tilf&#248;jes facet P20</li>
								<li>enkelte konkrete aktiviteter - vil ofte tilf&#248;jes facet G01.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_21.03.00,21.03.00,"Materialesamlinger i almindelighed",2003-08-01,,K,P1800D,"FolkeskolenDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker fx sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>organisering af bibliotekets samlinger - tilf&#248;jes facet A26</li>
								<li>principper for opmagasinering - tilf&#248;jes facet P21</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
